Application Id,Application Date,Publication Date,Country,Title,Abstract,Applicants,Inventors,y
CN403988260,17.04.2023,25.07.2023,CN,一种有机肥翻抛机用翻抛机构,本实用新型涉及有机肥加工设备技术领域，尤其是一种有机肥翻抛机用翻抛机构，包括翻抛机本体和连接板，所述翻抛机本体的端部固接有连接板，所述连接板的外壁安装有万向轮，所述翻抛机本体与横板滑动连接，所述横板的内部安装有竖板，所述横板的外部设有翻抛机构，所述翻抛机本体的顶部设有升降机构。通过翻抛机构中的第一电机带动蜗杆转动，蜗杆带动第一蜗轮转动，第一蜗轮带动第一转轴转动，第一转轴带动第一翻抛板转动，蜗杆带动第二蜗轮转动，使在对有机肥翻抛时，翻抛的表面面积变大，将所有的有机肥翻抛完毕后，翻抛时间缩短，提高了翻抛机构翻抛有机肥的工作效率。,"YOUYI JIN'AO BIOMASS TECHNOLOGY DEVELOPMENT CO., LTD.; 友谊县金澳生物质科技开发有限公司",LIU XIAOFEI; 刘孝飞; SHAO JINGXIN; 邵景欣,1
CN220113258,09.11.2017,29.05.2018,CN,用于腐熟池的搅齿式翻堆机,本实用新型涉及畜禽粪便腐熟设备，尤其涉及一种用于腐熟池的搅齿式翻堆机，包括行走于腐熟池上的行走架、安装于行走架上的翻堆组件，所述行走架底部安装有行走轮，所述行走架上安装有用于带动行走轮转动的电机一；所述翻堆组件包括端部铰接于行走架上的翻堆机架，且翻堆机架与行走架之间铰接有用于带动翻堆机升降的液压缸，所述翻堆机架底部穿过行走架安装有翻堆辊，翻堆辊与翻堆机架通过支撑件固定，所述翻堆机架上安装有用于带动翻堆辊转动的驱动装置，所述翻堆辊上安装有翻堆齿；本实用新型结构简单，工作效率高，翻堆辊可升高较低，配合翻堆机在腐熟池上来回行走，节省了成本。,"LUOHE JINHUI JIARUI ENVIRONMENTAL PROTECTION TECHNOLOGY CO., LTD.; 漯河金汇佳睿环保科技有限公司",GUO KAI; 郭凯,1
CN313754440,21.12.2019,08.12.2020,CN,一种有机物好氧发酵机用搅拌装置,本实用新型公开了一种有机物好氧发酵机用搅拌装置，包括装置固定板、装置支架、电机放置腔、搅拌驱动电机、驱动轴、搅拌罐本体、搅拌主动驱动齿轮、搅拌传动轴、搅拌从动驱动齿轮、刮板支撑件、防粘刮板、强度调节滑杆和搅拌强度调节组件，所述传动轴可旋转设于搅拌罐本体中，所述搅拌从动驱动齿轮设于搅拌传动轴上，所述强度调节滑杆可滑动设于滑动槽中，所述搅拌强度调节组件设于强度调节滑杆上且设于搅拌传动轴上，所述防粘刮板设于刮板支撑件上。本实用新型属于搅拌装置技术领域，具体是提供了一种可对搅拌罐本体内壁清洁，且可根据需要调节搅拌强度的有机物好氧发酵机用搅拌装置。,"HEBI EAST CHINA SEA BIOTECHNOLOGY CO., LTD.; 鹤壁东海生物科技有限公司",ZANG JIWEI; 臧继伟; LI JINHAI; 李金海; WANG JIANGE; 王建阁; ZUO CHANGXI; 左长喜,2
MY203030354,26.06.2009,26.10.2017,MY,NOVEL IN-VESSEL HIGH RATE COMPOSTER,"THE PRESENT INVENTION IS AN IN-VESSEL HIGH RATE COMPOSTING APPARATUS FOR PROCESSING OF OIL PALM BIOMASS, ORGANIC AND MUNICIPAL WASTES TO PRODUCE COMPOST PRODUCT. THE COMPOSTING APPARATUS CONSISTS OF A VERTICAL POSITION AND CYLINDRICAL SHAPE VESSEL (100) WITH CONICAL BOTTOM (2) DESIGN, MATERIALS FEEDING (1) AND PRODUCT DISCHARGE SYSTEMS (3), A SCREW IMPELLER (12) FOR AXIAL MIXING, AERATION (14) AND CARBON DIOXIDE (CO2) REMOVAL SYSTEMS AND A LEACHATE COLLECTION SYSTEM (15). THE OPTIMUM COMPOSTING CONDITIONS IN THE VESSEL WILL BE MAINTAINED BY MEANS OF PROGRAMMING LOGIC CONTROLLER (PLC) ON KEY PARAMETERS SUCH AS TEMPERATURE, OXYGEN (O2) LEVEL, MOISTURE LEVEL AND CARBON DIOXIDE (CO2) LEVEL. THE COMPOST PRODUCT COULD BE LET TO MATURE INSIDE THE VESSEL OR LET TO CURE ELSEWHERE FOR THE COMPLETION OF THE COMPOST PRODUCT",UNIVERSITI PUTRA MALAYSIA,"OMAR, SHAHRUDIN; SULAIMAN, ALAWI; ABDUL HAMID, HAMIDI; HASSAN, PROF. DR. MOHD ALI; SARUN, MOHD FUAD; BAHARUDDIN, AZHARI SAMSU; ANUAR, DR. KHAIRUL; SHAFIE, ZUBAIR",2
EP11624981,21.11.1985,09.07.1986,EP,Verfahren zum Umsetzen und Absieben von Kompost sowie hierfür geeignetes Arbeitsgerät.,"Ein Verfahren zum gleichzeitigen Umsetzen, Absieben und Nachzerkleinern von in Mieten (1) gelagertem Kompost, sieht deren stirnseitiges Abtragen mittels Fräsvorrichtung (3, 4) in Teilsträngen (1a) sowie Aufgeben des Gutes (11) auf eine Siebeinrichtung (5, 6) vor, wobei eine Absiebung der fertigen Feinerde (12) mit Nachzerkleinerung des Grobmaterials (13) und Ablage bzw. Mischung des daraus anfallenden Häckselgutes (14) mit der Feinerde (12) stattfindet.","WILLIBALD, JOSEF","WILLIBALD, JOSEF",1
CN331613633,22.09.2020,13.07.2021,CN,一种具有防护功能的翻堆机,本实用新型公开了一种具有防护功能的翻堆机，包括横板，翻堆装置，所述翻堆装置固定于所述横板的底部，所述翻堆装置包括第一矩形筒和第二矩形筒，本实用新型涉及有机肥料生产技术领域。该一种具有防护功能的翻堆机，通过设置调节装置对连接轴的高度进行调节，使搅拌叶可以充分的搅动不同层的肥料，使搅拌更充分，利用防护装置对连接轴移动时进行实时防护，避免肥料进入装置中，影响装置的工作，设置保护装置，对整个装置进行保护，设置挡水板，解决雨水的冲刷，利用设置移动装置，使保护板始终与肥料层的顶部接触，对搅拌叶进行保护，该装置具有防护性强、实用性高的优点，操作起来简单方便，提高了整体的工作效率。,"QINGHAI ENZE AGRICULTURAL TECHNOLOGY CO., LTD.; 青海恩泽农业技术有限公司",LI YU'AN; 李玉安; LIU SHENGWANG; 刘生旺,1
CN228785176,25.12.2017,11.09.2018,CN,适用于畜禽养殖场的小型畜禽粪便好氧发酵罐,"本实用新型公开了一种适用于畜禽养殖场的小型畜禽粪便好氧发酵罐,罐体为封闭容器，通过沉积槽分隔成上、下部分；在罐体的上半部内设有搅拌装置和出料口；罐体的下半部设有出水管；罐体的上端面还开设有数个排气孔；罐体内的沉积槽为圆锥型，沉积槽直接与出料口相连；沉积槽上开设有网孔与出水管连通。罐体自身带有搅拌装置，可实现粪便好氧堆肥进程中进行自动搅拌功能，堆肥过程中产生极少量的渗滤液可通过圆锥型罐体自行由出水管流出收集，可回添至罐体继续参与好氧堆肥处理。由于罐体自身带有保温功能，使得畜禽粪便在较短时间内即可达到腐熟程度，大大缩短了好氧堆肥的时间，发酵罐结构简单成本低，适合养殖场大范围推广。",JILIN ACADEMY OF ENVIRONMENTAL SCIENCES; 吉林省环境科学研究院,DUAN LIJIE; 段丽杰; LI ANG; 李昂; ZHUANG YUSHI; 庄雨适; SUN DAGUANG; 孙大光; XIAO ZUNDONG; 肖尊东; WANG YU; 王玉; CHEN WENYING; 陈文英; WANG YUAN; 王媛; WANG XIA; 王霞; JIN XIANGQIN; 金香琴,2
CN409138717,28.04.2023,15.09.2023,CN,一种有机肥堆肥料堆曝气装置,本实用新型涉及有机肥加工技术领域，具体涉及一种有机肥堆肥料堆曝气装置，有机肥堆肥发酵场上并列设置有肥堆发酵区A和肥堆发酵区B；机肥堆肥发酵场上设置有肥堆翻堆机；肥堆发酵区A地面嵌入设置有曝气管槽A；肥堆发酵区B地面嵌入设置有曝气管槽B；曝气管槽A内设置有曝气管；曝气管槽A和曝气管槽B内设置的曝气管分别通过进气管A和进气管B连接供气管；供气管另一端连接风机；风机连接控制器；曝气管槽A顶部设置有曝气盖板；曝气管槽A底部为弧形结构设置；曝气管顶部设置有多个曝气孔，解决有机肥堆肥曝气发酵过程中曝气管容易被肥料堵塞曝气孔的问题。,大理洱海生物肥业有限公司,张龙林; 钟顺和; 王春荣,1
CN339846111,21.01.2021,15.10.2021,CN,一种覆膜砂混砂机中的覆膜过程翻抛装置,本实用新型公开了一种覆膜砂混砂机中的覆膜过程翻抛装置，涉及非金属加工设备技术领域。本实用新型包括预处理机构和防灰尘机构，预处理机构包括的处理箱内通过转轴转动连接有粉碎辊A和粉碎辊B，粉碎辊A和粉碎辊B向内转动，转轴外端贯穿处理箱外侧壁，转轴内端贯穿驱动箱，驱动箱固定连接在处理箱外部后侧，驱动箱上侧等距贯穿连接有防灰尘机构包括的吸尘管B，吸尘管B上端头贯穿连接吸尘板，驱动箱一侧贯穿连接有吸尘管A，吸尘管A下端贯穿连接吸尘箱，吸尘箱背面通过固定螺栓固定连接有盖板，吸尘箱前方设置有支架。本实用新型通过设置预处理机构和防灰尘机构，具有便于物料翻抛混合充分，减少资源的浪费，维护工作环境清洁的优点。,"JIANGMEN HAOHUA MOLDING MATERIAL CO., LTD.; 江门市昊华造型材料有限公司",DENG YANQIANG; 邓炎强,0
CN84958812,07.06.2011,25.01.2012,CN,利用凹凸棒黏土生物发酵技术处理城市污泥的生产工艺,本发明涉及利用凹凸棒黏土生物发酵技术处理城市污泥的生产工艺，其步骤为：在已脱水污泥的物料中，根据含水率的不同，凹凸棒黏土添加量为10％～20％，粉煤灰添加量为15％～20％，复合微生物菌发酵剂添加量为0.2％～0.5％，经发酵槽堆置发酵，发酵温度控制在40～70℃，发酵时间为5-7天；要适时对好氧堆肥中的物料通气，及时供给氧气，在发酵中激活有益菌群的同时进行生物除臭，根据物料堆内温度，将中温性和高温性的混合物料，经机械控制适时旋转滚动，不同阶段做功；后熟阶段暴气发酵与干燥造粒，生产出于化颗粒污泥；用凹凸棒黏土和复合微生物菌剂通过好氧发酵无害化处理城市污泥；具有原料成本低廉，生产工艺简单，效果好且不出现二次污染等优点。,甘肃宝地康泰农业科技有限责任公司,邹英禄,0
CN315218166,12.08.2020,05.01.2021,CN,一种可智能控制原地转向行走的翻堆机,本实用新型公开了一种可智能控制原地转向行走的翻堆机，涉及农业机械领域，针对现有的翻堆机效率低下、使用效果不好，而且操作复杂智能化水平低问题，现提出如下方案，其包括安装架和履带行走机构，所述安装架固定安装在所述履带行走机构上，所述安装架设有发动机、减速机构、翻堆滚筒和液压泵，所述发动机与所述液压泵之间、所述减速机构之间均通过皮带传动连接，所述减速机构和所述翻堆滚筒之间通过皮带传动连接，所述安装架设有位于所述发动机和所述减速机构之间的离合装置，所述发动机的两侧均设有液压缸，所述安装架的顶部设有远程操纵模块，通过这种设置使得操作简单，使用效果好，而且工作效率高。,"ZHANGPING RUNTIAN MACHINERY EQUIPMENT MANUFACTURING CO., LTD.; 漳平市润田机械设备制造有限责任公司",CHEN DONGKAI; 陈东开,1
CN380661022,08.08.2022,25.11.2022,CN,一种安全高效的有机肥翻抛机,本实用新型涉及一种安全高效的有机肥翻抛机，包括支撑板，所述支撑板顶部固定设有顶板，所述顶板上固定安装有电动伸缩杆，所述支撑板之间滑动设有移动架，所述电动伸缩杆移动端与移动架固定连接，所述移动架包括移动板，所述移动板顶部转动设有驱动轴，所述驱动轴上均匀固定设有凸轴，所述移动板上均匀贯穿有翻抛杆，所述翻抛杆顶端与凸轴连接，所述移动板上方固定安装有驱动电机，所述驱动电机输出轴与驱动轴传动连接，所述支撑板右侧底部之间固定设有预翻杆，可以将地面上的有机肥翻起，从而再通过转动的翻抛杆进行翻抛工作，有效提高翻抛的效果，同时其运行幅度较小，不会出现翻抛刀断裂的危险，增加其安全性。,南昌九润农业发展有限公司,刘德树; 万怡洋; 万军平,1
CN299230101,24.05.2019,03.07.2020,CN,一种农作物有机物堆肥装置,本实用新型公开了一种农作物有机物堆肥装置，包括桶体、桶盖和塞体，所述桶体的内部开设有堆肥槽，所述桶体内部的圆周外侧均匀开设有四个浇灌槽，所述浇灌槽与堆肥槽之间贯穿固定连接有多个连通管，所述堆肥槽与浇灌槽之间通过连通管相连通，所述桶体的底部开设有分泌孔，所述桶盖的内部开设有流通槽，所述流通槽的底部分别开设有多个蓄水孔，所述蓄水孔内壁的底部胶粘有橡胶环，所述桶盖的顶部开设有注水槽，本实用新型在使用的过程中通过设置了桶体，在桶体的内部设置了堆肥槽，通过将农作物的有机残体放置在堆肥槽内部进行发酵，能极大的减少工作人员进行体力劳动的强度，有利于提高工作人员的舒适度。,"FUZHOU NUOXI BUSINESS SERVICE CO., LTD.; 福州市诺熙商务服务有限公司",YOU CHUNMEI; 游春妹,1
